6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,timestamp
(-9+6j),(-7+3j),(-16+0j),(-17-1j),(-18-3j),(-18-2j),(-21+1j),(-22-1j),(-27+4j),(-27+3j),(-28+1j),(-31+6j),(-28+9j),(-25+8j),(-25+9j),(-25+10j),(-20+9j),(-20+7j),(-18+7j),(-17+6j),(-16+4j),(-15+4j),(-14+4j),(-13-1j),(-15-2j),(-12-4j),(-12-7j),(-11-9j),(-11-12j),(-11-14j),(-12-14j),(-13-18j),(-13-18j),(-17-16j),(-16-16j),(-15-13j),(-13-15j),(-11-15j),(-8-19j),(-9-20j),(-11-16j),(-7-20j),(-8-24j),(-10-25j),(-10-27j),(-10-23j),(-13-21j),(-10-22j),(-14-22j),(-8-21j),(-5-21j),(-10-17j),1697979275.6908565
(1-12j),(6-8j),(11-13j),(14-11j),(13-11j),(15-12j),(16-18j),(14-18j),(17-21j),(17-22j),(19-23j),(18-27j),(14-26j),(13-26j),(10-24j),(10-25j),(7-22j),(8-20j),(8-19j),(7-17j),(7-15j),(8-14j),(7-11j),(9-10j),(11-9j),(10-7j),(12-4j),(13-1j),(14+1j),(17+3j),(17+3j),(21+4j),(23+3j),(22+1j),(23+0j),(20+0j),(20+2j),(17+3j),(18+5j),(20+6j),(20+8j),(20+10j),(19+12j),(25+9j),(20+8j),(22+12j),(23+9j),(24+8j),(19+10j),(18+6j),(17+2j),(18+10j),1697979275.7143164
(6-10j),(11-10j),(12-14j),(12-15j),(12-15j),(10-15j),(12-20j),(9-20j),(12-21j),(9-23j),(12-24j),(10-26j),(7-24j),(7-23j),(4-21j),(8-22j),(5-17j),(4-18j),(6-16j),(6-15j),(7-14j),(7-13j),(3-10j),(12-7j),(11-11j),(11-10j),(11-5j),(14-2j),(15-1j),(18+0j),(18+0j),(20-1j),(21-3j),(20-4j),(20-4j),(17-2j),(18+2j),(18+3j),(20+4j),(19+5j),(20+6j),(22+7j),(23+8j),(24+7j),(23+6j),(24+3j),(23+4j),(24+3j),(19+4j),(22+2j),(20+2j),(20+5j),1697979279.708188
(8-1j),(6+3j),(7+7j),(3+8j),(-7+6j),(-11+6j),(-22+8j),(-23+13j),(-26+12j),(-25+14j),(-29+17j),(-21+17j),(-21+11j),(-16+10j),(-16+13j),(-4+9j),(-4+3j),1j,-2j,(4-5j),(5-5j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(11-10j),(6-9j),(2-7j),-1j,(-4+1j),(-8+9j),15j,(-3+21j),(-3+20j),(-6+29j),(-3+28j),(2+29j),29j,(-5+24j),(2+22j),13j,(3+9j),(1+3j),(5-10j),(1-16j),(3-22j),1697979279.7946153
(-1-12j),(6-16j),(2-21j),(1-25j),(-1-23j),(-2-27j),(-3-27j),(-5-28j),(-8-30j),(-10-29j),(-9-32j),(-13-33j),(-14-30j),(-15-28j),(-16-24j),(-16-24j),(-15-19j),(-12-17j),(-11-16j),(-8-16j),(-6-15j),(-5-16j),(-4-14j),(-1-15j),-16j,(1-16j),(5-13j),(8-13j),(11-13j),(13-13j),(12-14j),(14-16j),(14-17j),(13-17j),(13-16j),(11-13j),(14-11j),(15-9j),(18-8j),(22-9j),(19-9j),(23-10j),(25-10j),(22-8j),(24-8j),(25-8j),(23-8j),(25-10j),(24-8j),(22-5j),(20-4j),(23+0j),1697979281.7939777
(12+1j),(15+3j),(19-1j),(21+3j),(23+2j),(24+3j),(35+4j),(27+0j),(30-4j),(28-5j),(31-4j),(33-7j),(31-8j),(28-9j),(15-16j),(22-12j),(19-12j),(18-7j),(10-1j),(15-6j),(16-2j),(18+0j),(8-6j),(14+3j),(15+2j),(14+6j),(9+8j),(9+9j),(9+13j),(8+17j),(7+16j),(10+17j),(12+19j),(10+14j),(12+13j),(10+15j),(5+15j),(1+16j),18j,(-1+25j),(9+23j),(6+20j),(-8+28j),22j,26j,25j,26j,(1+26j),(-1+25j),(-1+23j),(-3+20j),(-5+20j),1697979281.800992
(4-5j),(9-12j),(10-19j),(9-16j),(11-18j),(8-18j),(10-21j),(10-24j),(10-24j),(8-26j),(9-28j),(6-31j),(3-29j),(1-27j),(-1-25j),(-2-27j),(-3-20j),-19j,-14j,(1-15j),(2-14j),(2-13j),(4-11j),(6-10j),(8-12j),(8-8j),(9-4j),(11-3j),(14+0j),(16-1j),(15-1j),(18-1j),(19-2j),(18-3j),(18-2j),(16-1j),(16+3j),(16+5j),(17+7j),(20+9j),(21+8j),(22+8j),(22+10j),(21+10j),(21+11j),(22+12j),(22+11j),(20+14j),(23+10j),(20+11j),(17+11j),(16+13j),1697979281.8293283
(-7-14j),(-7-17j),(-9-21j),(-11-22j),(-12-22j),(-12-23j),(-16-24j),(-18-24j),(-19-23j),(-20-22j),(-21-24j),(-25-23j),(-24-20j),(-23-17j),(-21-14j),(-21-14j),(-18-10j),(-15-10j),(-14-10j),(-11-11j),(-9-11j),(-9-11j),(-5-12j),(-4-11j),(-2-14j),(-2-14j),(2-14j),(5-15j),(6-16j),(7-16j),(9-17j),(10-19j),(10-21j),(9-20j),(8-20j),(8-17j),(12-16j),(13-15j),(15-16j),(17-17j),(16-19j),(16-18j),(20-19j),(19-19j),(18-19j),(19-17j),(18-19j),(19-19j),(18-17j),(16-15j),(17-11j),(18-12j),1697979282.6806166
(-11+1j),(-18+10j),(-22+4j),(-16-2j),(-25+3j),(-19+3j),(-24+9j),(-21+10j),(-21+10j),(-21+14j),(-23+14j),(-25+17j),(-18+16j),(-15+18j),(-15+11j),(-21+10j),(-8+12j),(-14+8j),(-14+10j),(-7+8j),(-7+9j),(-7+6j),(-10+0j),(-10-2j),(-9-1j),(-13-2j),(-9-7j),(-11-6j),(-12-6j),(-12-18j),(-20-13j),(-21-16j),(-23-11j),(-16-13j),(-12-16j),(-8-10j),(-13-14j),(-7-16j),(-3-17j),(-11-15j),(-8-16j),(-12-22j),(-12-20j),(-13-24j),(-9-19j),(-14-18j),(-10-16j),(-11-19j),(-8-20j),(-3-18j),(-2-20j),(-4-21j),1697979282.6866176
(-11+2j),(-15+1j),(-20+3j),(-18+4j),(-19+5j),(-20+6j),(-21+9j),(-21+11j),(-21+11j),(-21+12j),(-22+13j),(-22+16j),(-18+16j),(-17+15j),(-13+14j),(-15+13j),(-11+11j),(-11+9j),(-11+7j),(-11+6j),(-10+4j),(-11+3j),(-11+2j),(-11-1j),(-12-2j),(-12-3j),(-11-6j),(-11-8j),(-11-10j),(-12-12j),(-12-12j),(-14-14j),(-13-15j),(-14-13j),(-14-13j),(-12-11j),(-12-14j),(-9-16j),(-9-18j),(-8-20j),(-8-20j),(-8-19j),(-8-21j),(-8-21j),(-9-22j),(-10-23j),(-10-23j),(-8-19j),(-10-22j),(-5-18j),(-6-17j),(-6-16j),1697979282.6986165
(6+2j),(6-2j),(14-4j),(14-2j),(16-2j),(16-3j),(17-5j),(16-6j),(18-9j),(18-9j),(18-13j),(17-14j),(14-13j),(14-11j),(11-16j),(13-12j),(12-7j),(9-9j),(9-8j),(5-4j),(8-2j),(9-3j),(9-3j),(9-1j),(8+1j),(9+0j),(8+2j),(10+5j),(8+4j),(8+7j),(12+13j),(9+6j),(14+9j),(13+7j),(11+7j),(10+5j),(9+10j),(9+11j),(9+10j),(11+11j),(12+13j),(9+13j),(10+17j),(7+14j),(11+14j),(8+16j),(12+15j),(9+15j),(10+16j),(8+15j),(7+14j),(6+14j),1697979282.7186196
(1-3j),(2-11j),(5-13j),(6-14j),(8-14j),(6-17j),(7-19j),(3-18j),(2-20j),(4-21j),(3-24j),-23j,(-1-21j),(-3-19j),(-4-18j),(-4-17j),(-3-13j),(-1-12j),-11j,(-3-12j),(-1-11j),(3-8j),(2-8j),(6-7j),(6-7j),(6-5j),(7-5j),(10-3j),(11-2j),(12-2j),(13-3j),(17-4j),(16-5j),(14-4j),(16-5j),(14-2j),(13+0j),(14+1j),(15+2j),(15+3j),(18+2j),(15+3j),(17+4j),(13+6j),(21+3j),(14+4j),(16+5j),(21+4j),(17+6j),(16+6j),(13+4j),(10+3j),1697979282.7381296
