6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,timestamp
(-1-13j),(6-19j),(-4-21j),(-1-20j),(3-24j),(-2-27j),(-1-27j),(-1-24j),-28j,(1-27j),-27j,(1-30j),(-6-23j),-24j,(-7-17j),(-2-19j),(-1-16j),(-6-1j),(-4-7j),-2j,(-1-3j),(1+4j),(4+3j),(2+15j),(10+11j),(5+9j),(10+8j),(7+13j),(7+14j),(10+21j),(5+20j),(7+14j),(6+12j),(10+10j),(8+12j),(2+7j),8j,(-4+8j),(-8+10j),(-6+14j),(-10+9j),(-11+11j),(-10+12j),(-7+14j),(-7+14j),(-8+7j),(-7+7j),(-8+5j),(-7+6j),(-8+3j),(-4+3j),(-4+2j),1697968059.0219982
-27j,(8-25j),(6-25j),(5-28j),(5-29j),(2-30j),(5-27j),(3-32j),(2-30j),(1-31j),(1-32j),(-2-32j),(-4-27j),(-4-24j),(-4-20j),(-2-19j),(-3-13j),(-3-12j),(-3-8j),(-4-2j),(-1+2j),5j,(3+7j),(3+9j),(5+12j),(6+12j),(5+11j),(3+13j),(2+16j),(-2+18j),(8+18j),(6+17j),(7+21j),(5+14j),(1+13j),(1+10j),(-5+10j),(-7+11j),(-9+12j),(-9+13j),(-10+10j),(-13+8j),(-18+10j),(-13+9j),(-11+11j),(-10+7j),(-11+6j),(-12+7j),(-11+2j),(-5+3j),(-5+2j),(-5-2j),1697968059.0377305
(-17-20j),(-16-24j),(-17-24j),(-20-26j),(-19-28j),(-24-29j),(-24-25j),(-27-28j),(-25-24j),(-21-21j),(-20-24j),(-23-22j),(-20-17j),(-15-16j),(-11-14j),(-10-13j),(-9-9j),(-5-6j),(-4-5j),(-1-2j),(2+1j),(7+3j),(7+4j),(10+5j),(11+7j),(12+7j),(9+9j),(8+12j),(8+15j),(8+16j),(10+16j),(10+15j),(9+13j),(8+11j),(5+9j),(1+7j),(-4+7j),(-6+8j),(-8+9j),(-10+9j),(-10+7j),(-13+7j),(-15+8j),(-14+9j),(-13+9j),(-12+9j),(-10+8j),(-9+7j),(-7+5j),(-7+3j),(-6+2j),(-7+0j),1697968063.0404196
(-17-1j),(-26-1j),(-33+2j),(-30-2j),(-33-4j),(-33+0j),(-33+5j),(-35+5j),(-32+1j),(-32+1j),(-32+0j),(-33+2j),(-28+4j),(-23+2j),(-22+1j),(-22+0j),(-14+4j),(-12+5j),(-10+5j),(-3+4j),(1+2j),(7+3j),(4-4j),(10-1j),(11-3j),(13-3j),(14+1j),(17+4j),(18+4j),(20+5j),(20+4j),(19+4j),(20+2j),(15+4j),(15+3j),(9+1j),(4+7j),(3+10j),(1+11j),12j,(-5+14j),(-6+15j),(-9+19j),(-7+19j),(-5+19j),(-6+18j),(-5+17j),(-5+15j),(-4+14j),(-6+10j),(-6+7j),(-8+6j),1697968065.2080014
(-17-3j),(-17-1j),(-23-7j),(-10-9j),(-26+6j),(-22-4j),(-31-7j),(-19+9j),(-34+2j),(-28-4j),(-27-1j),(-31+5j),(-23+2j),(-18+3j),(-17+0j),(-20-2j),(-13+5j),(-9+5j),(-6-1j),(-6+8j),(-2+0j),(4-5j),(2-4j),(-3-3j),(5+8j),(10+8j),(12-2j),(13+10j),(17+7j),(12+8j),(9+0j),(16+8j),(15+4j),(15-1j),(9+1j),(6+7j),(-3+5j),(-3+11j),(1+10j),(-3+13j),(-4+6j),(-11+14j),(-9+10j),(-11+15j),(-2+16j),(-2+12j),(-2+16j),(-4+13j),(-5+10j),(-7+7j),(-6+9j),(-9+6j),1697968065.2320082
-21j,(1-22j),(1-30j),(1-32j),-31j,(-2-33j),(-9-36j),(-8-28j),(-4-27j),(-7-38j),-34j,(-5-31j),(-4-26j),(-3-23j),(-2-20j),(-1-23j),(-3-17j),(-4-14j),(-5-10j),(-5-3j),(-3+1j),(-2+5j),(1+7j),(1+10j),(2+13j),(2+13j),14j,(-2+16j),(-4+16j),(-5+18j),(-4+17j),(-4+19j),(-3+17j),(-4+14j),(-4+12j),(-4+6j),(-8+3j),(-10+3j),(-12+1j),(-13+0j),(-14-3j),(-15-6j),(-20-9j),(-20-7j),(-20-6j),(-19-6j),(-18-5j),(-17-6j),(-14-5j),(-11-5j),(-8-6j),(-6-8j),1697968065.2783017
(-11-12j),(-21-6j),(-23+2j),(-31-7j),(-23-5j),(-24-5j),(-31-2j),(-34+3j),(-30+2j),(-29+4j),(-33-3j),(-34+8j),(-34+10j),(-28+9j),(-25+5j),(-25+5j),(-20+4j),(-17+3j),(-15+4j),(-13+5j),(-7+3j),(-1-4j),(-2-4j),(7-3j),(6-1j),(7+0j),(6-7j),(15-4j),(16-2j),(19-5j),(18-4j),(18-1j),(19-1j),(18-1j),(13+3j),(9+1j),(8+5j),(7+6j),(7+12j),(8+12j),(8+14j),(4+17j),(1+22j),(1+18j),(2+23j),(2+22j),(1+21j),19j,(-2+16j),(-2+14j),(-3+10j),(-4+12j),1697968067.0413983
(3-16j),(-3-14j),(-7-24j),(5-21j),(-4-22j),(-2-27j),(-5-28j),(-7-32j),(-12-27j),(-14-29j),(-11-31j),(-16-32j),(-14-28j),(-14-22j),(-13-22j),(-13-24j),(-10-20j),(-11-13j),(-8-12j),(-11-8j),(-4-2j),(-5-3j),(3+0j),(-2+2j),(8+0j),(5+5j),(6+6j),(11+6j),(10+13j),(12+8j),(13+12j),(12+10j),(12+14j),(9+12j),(14+9j),(3+12j),(3+4j),(2+12j),(-4+14j),(-6+16j),(-4+12j),(-6+16j),(-11+17j),(-10+20j),(-10+21j),(-12+18j),(-10+19j),(-9+17j),(-10+16j),(-10+10j),(-9+11j),(-15+8j),1697968067.0493999
(-12-2j),(-20+3j),(-16+4j),(-19+5j),(-26+4j),(-30+8j),(-27+8j),(-32+11j),(-29+15j),(-29+12j),(-29+9j),(-33+13j),(-28+14j),(-22+11j),(-23+13j),(-24+14j),(-17+15j),(-14+8j),(-10+8j),(-16+4j),(-3+5j),(-6-1j),(1-2j),(6-3j),(7-5j),(8-6j),(6-8j),(16-3j),(6-8j),(13-7j),(13-7j),(17-11j),(17-8j),(18-7j),(11-8j),(7-5j),(9+4j),(8+7j),(10+7j),(10+12j),(6+12j),(9+15j),(6+17j),(7+22j),(8+23j),(7+22j),(7+18j),(5+19j),(2+16j),(-1+15j),(-3+15j),(-5+14j),1697968067.0616295
(-5+1j),(-6-5j),(-9-4j),(-9-8j),(-13-4j),(-9-9j),(-18-4j),(-16-8j),(-19-2j),(-16-4j),(-17-3j),(-22-3j),(-18+0j),(-18+0j),(-14+1j),(-16-1j),(-11+1j),(-12-2j),(-8+0j),(-8+0j),(-3+0j),-4j,(2-3j),(2-2j),(5-3j),(5-5j),(5-6j),(5-2j),(9-3j),(15-4j),(12-4j),(13-5j),(12-6j),(10-5j),(7-6j),(5+2j),(6+1j),(5+3j),(6+5j),(6+6j),(5+6j),(5+10j),(3+10j),(4+8j),(5+12j),(1+11j),(7+10j),(4+12j),(1+8j),11j,(3+9j),(-2+7j),1697968067.1681812
