6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,timestamp
(-20+16j),(-21+20j),(-21+23j),(-24+19j),(-21+26j),(-17+23j),(-22+26j),(-11+28j),(-15+18j),(-15+19j),(-22+18j),(-14+22j),(-11+16j),(-12+13j),(-7+11j),(-7+9j),(-1+7j),(1+2j),(3-3j),(3-8j),(4-15j),(4-13j),(5-16j),(9-18j),(6-22j),(7-20j),(8-18j),(13-19j),(13-15j),(20-18j),(14-17j),(12-18j),(12-11j),(14-13j),(7-7j),(8-3j),(11+5j),(14+10j),(19+11j),(19+8j),(18+7j),(20+15j),(16+14j),(20+10j),(15+12j),(13+8j),(8+8j),(7+12j),(8+17j),(8+15j),(3+7j),(-4+9j),1697967927.596127
(-16+17j),(-17+22j),(-16+25j),(-16+24j),(-15+23j),(-12+25j),(-13+24j),(-12+23j),(-12+23j),(-13+21j),(-12+21j),(-12+22j),(-10+18j),(-6+14j),(-7+8j),(-4+10j),(-3+8j),(-1-3j),(-4-2j),(2-5j),(-1-14j),(-2-13j),(-2-17j),(-4-21j),(-3-24j),(-3-20j),(7-18j),(9-23j),(4-18j),(5-18j),(5-22j),(2-20j),(3-19j),(7-16j),(4-12j),(8-8j),(12-6j),(15-1j),(17+0j),(19-2j),(18-1j),(20-2j),(22+0j),(20-5j),(18-2j),(17-1j),(13+1j),(12+3j),(10+4j),(10+4j),(7+5j),(6+6j),1697967927.6075175
(16-2j),(19-3j),(21-7j),(21-9j),(22-6j),(19-8j),(20-9j),(17-9j),(17-10j),(15-10j),(15-10j),(15-14j),(12-9j),(9-9j),(12-9j),(12-8j),(4-4j),(-2-4j),(-3+4j),(-9+5j),(-4+6j),(-10+7j),(-1+7j),(-6+13j),(-5+10j),(-5+12j),(-4+16j),(-9+14j),(-13+14j),(-11+17j),(-11+14j),(-10+14j),(-9+11j),(-10+10j),(-8+9j),(-6+4j),(-11+0j),(-14+1j),(-14-4j),(-16-3j),(-18-3j),(-17-4j),(-18-4j),(-16-3j),(-15-2j),(-14+0j),(-11-1j),(-8-5j),(-10-5j),(-7-6j),(-6-5j),(-5-7j),1697967927.6144643
(15-10j),(28-11j),(26-14j),(22-22j),(27-19j),(22-19j),(19-21j),(22-21j),(18-20j),(17-18j),(18-19j),(17-19j),(9-15j),(14-12j),(7-11j),(6-10j),(5-5j),-2j,(-1+3j),(-3+2j),(-3+13j),(-6+13j),(-7+15j),(-5+16j),(-3+19j),(-6+19j),(-9+12j),(-7+17j),(-13+16j),(-14+21j),(-11+17j),(-11+16j),(-11+15j),(-8+11j),(-11+7j),(-11+5j),(-8+3j),(-16-3j),(-20-2j),(-22-2j),(-20-4j),(-23-6j),(-26-7j),(-20-4j),(-20+1j),(-15-5j),(-13-5j),(-12-5j),(-8-10j),(-8-9j),(-10-9j),(-8-10j),1697967927.6277194
(1+26j),(5+27j),(9+31j),(8+27j),(9+28j),(11+25j),(13+25j),(11+23j),(12+25j),(10+22j),(7+20j),(10+19j),(11+15j),(6+13j),(4+10j),(4+8j),(3+5j),(3-1j),(-3-1j),(-7-4j),(-10-5j),(-12-7j),(-12-7j),(-14-11j),(-17-15j),(-16-10j),(-15-11j),(-12-16j),(-13-20j),(-13-20j),(-8-13j),(-13-16j),(-15-14j),(-9-12j),(-6-13j),(-1-13j),(2-11j),(7-12j),(11-17j),(10-16j),(13-20j),(11-17j),(7-25j),(4-20j),(-13-20j),(6-20j),(5-13j),(18-9j),(11-11j),(10-8j),(12-7j),(12-3j),1697967927.6357172
(-25-2j),(-17+3j),(-22+2j),(-21-5j),(-20+2j),(-21-7j),(-27-10j),(-17+2j),(-21+0j),(-21-3j),(-18+3j),(-20-1j),(-19+6j),(-15+4j),(-11+4j),(-8+4j),(-3+2j),-3j,(-2-2j),(6-1j),(5-9j),(10-6j),(1-3j),(10-4j),(16-13j),(13-12j),(8-14j),(13-8j),(16-8j),(18-8j),(10-9j),(13-8j),(11-8j),(10-6j),(11-10j),(10-9j),(5+5j),(14+5j),(14+5j),(12+7j),(15+9j),(11+11j),(16+6j),(15+10j),(10+8j),(12+6j),(10+4j),(9+5j),(4+7j),(4+10j),(-2+4j),(3+8j),1697967927.6463227
(-15+4j),(-18+13j),(-18+11j),(-23+12j),(-16+12j),(-19+14j),(-18+13j),(-16+12j),(-17+12j),(-14+11j),(-10+13j),(-16+12j),(-15+9j),(-11+11j),(-6+11j),(-6+3j),(-5+6j),(-2+0j),(1-4j),(3-7j),(-1-8j),-10j,(1-14j),(2-14j),(2-11j),(-1-13j),(3-13j),(3-11j),(11-8j),(4-13j),(6-15j),(9-13j),(5-13j),(5-10j),(7-9j),(4-5j),(10-3j),(10+1j),(13-2j),(15+0j),(13-1j),(14+0j),(16+2j),(13+2j),(15+0j),(8+1j),(9+2j),(9+0j),(6+5j),(5+4j),(5+3j),(4+5j),1697967927.653322
(4-8j),(22-15j),(17-19j),(2-13j),(10-17j),(10-21j),(11-29j),(7-18j),(5-19j),(6-18j),(8-13j),(3-18j),(1-14j),(1-8j),-14j,(1-10j),(3-4j),3j,(1+7j),(4+8j),(8+6j),(5+4j),(14+13j),(11+11j),(6+11j),(8+14j),(11+16j),(9+17j),(9+16j),(5+9j),(4+11j),(5+11j),(6+14j),(3+12j),14j,(-6+5j),(-8+8j),(-8+3j),(-10+15j),(-7+10j),(-9+13j),(-9+12j),(-14+12j),(-12+12j),(-11+15j),(-1+8j),(-11+6j),(-8+8j),(-9+4j),(-1+3j),(-11+6j),(-8+0j),1697967927.6593204
(3+30j),(-2+30j),(3+36j),(5+23j),(-1+32j),(1+29j),(2+29j),(5+32j),(6+28j),(8+25j),(7+25j),(9+22j),(7+15j),(8+14j),(5+11j),(1+8j),(1+6j),(-1+1j),(-3-6j),(-6-3j),(-9-4j),(-13+0j),(-14-8j),(-18-8j),(-22-6j),(-18-5j),(-19-6j),(-14-7j),(-19-14j),(-18-13j),(-19-7j),(-22-9j),(-17-11j),(-17-8j),(-12-8j),(-8-10j),-10j,(-5-15j),(-2-21j),(-6-23j),(-6-23j),(-3-23j),(-4-23j),(-3-19j),(-6-19j),(-1-16j),(-4-16j),(3-15j),(1-17j),(4-11j),(6-12j),(7-13j),1697967927.6847475
(1+19j),(5+16j),(11+16j),(12+21j),(12+19j),(12+17j),(18+18j),(7+16j),(14+14j),(11+13j),(12+13j),(13+12j),(11+10j),0j,(6+2j),(9+3j),(7+2j),0j,(-4+5j),(-9-1j),(-11+3j),(-14-1j),(-13+2j),(-10+5j),(-16+5j),(-15+5j),(-14+2j),(-15+3j),(-20-1j),(-15-3j),(-19+1j),(-15+3j),(-15+1j),(-14-3j),(-12+0j),(-12-3j),(-7-7j),(-7-9j),(-8-14j),(-10-12j),(-9-13j),(-10-10j),(-11-14j),(-9-11j),(-8-14j),(-6-10j),(-6-9j),(-3-10j),(-3-10j),(-2-9j),(-1-8j),(1-10j),1697967927.6917493
