6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,timestamp
(7-4j),(2-5j),-4j,(-5-2j),(-3-2j),(-6+1j),(-9+3j),(-11+4j),(-12+5j),(-16+13j),(-16+14j),(-19+15j),(-17+13j),(-17+17j),(-13+20j),(-17+19j),(-15+16j),(-14+16j),(-14+17j),(-13+19j),(-10+15j),(-10+15j),(-7+13j),(-7+12j),(-7+9j),(-7+6j),(-8+4j),(-8+4j),(-4+2j),(-2-2j),(-5-6j),(-5-7j),(-5-8j),(-5-10j),(-2-11j),(-4-11j),(-3-10j),(-2-10j),(2-11j),(2-12j),(4-13j),(6-13j),(7-14j),(8-13j),(9-12j),(10-12j),(11-15j),(13-11j),(16-12j),(17-11j),(8-10j),(11-10j),1697985666.2879188
(-3-8j),(-2+2j),(-5+3j),(-1-7j),(6+4j),(-2+3j),(-2+8j),(4+4j),(13+5j),(15+7j),(14+6j),(19+4j),(22+2j),(23-1j),(22-2j),(24+0j),(21-2j),(21-2j),(21-3j),(19-3j),(18-6j),(19-4j),(12-6j),(14-3j),(11-2j),(8+0j),(6+3j),(6+1j),(3+2j),3j,(-1+6j),(-4+7j),(-6+9j),(-6+9j),(-5+10j),(-5+4j),(-5+5j),(-8+6j),(-10+6j),(-10+5j),(-13+6j),(-15+4j),(-17+6j),(-17+2j),(-14+4j),(-16+1j),(-15+1j),(-19+1j),(-19+0j),(-20-2j),(-18+1j),(-14-2j),1697985666.2879188
(-1-10j),(-3+1j),(7-2j),-1j,(2+3j),(1+9j),(6+4j),(4+3j),(7+10j),(13+10j),(14+10j),(18+9j),(17+11j),(18+8j),(18+7j),(20+9j),(18+8j),(17+4j),(18+5j),(19+9j),(14+3j),(14+4j),(11+6j),(11+3j),(10+2j),(5+4j),(1-1j),(4-3j),(2+8j),(11-2j),(5+1j),(-9+5j),(-7+3j),(-10+5j),(-9+5j),(-8+3j),(-9+3j),(-9+3j),(-11+1j),(-10-1j),(-11+0j),(-11-5j),(-15-5j),(-13-6j),(-13-7j),(-12-10j),(-13-9j),(-14-11j),(-14-11j),(-13-12j),(-14-10j),(-10-10j),1697985666.298928
(2-5j),(7-12j),-3j,(2+3j),0j,(-4+8j),(3+10j),(2+9j),(-6+16j),(-4+15j),(-3+19j),(1+23j),(4+22j),(6+23j),(8+22j),(6+24j),(5+21j),(5+21j),(7+21j),(8+18j),(9+18j),(8+16j),(5+15j),(2+9j),(3+9j),(1+7j),(-4+7j),(-4+6j),(-3+3j),(-5+0j),(-5-1j),(-7-3j),(-11-6j),(-12-5j),(-13-6j),(-12-4j),(-9-6j),(-9-7j),(-8-14j),(-6-11j),(-8-14j),(-4-12j),(-5-16j),(-1-13j),-15j,(2-15j),(3-21j),(1-18j),(2-24j),(3-20j),(-1-18j),(3-16j),1697985666.3049233
(4+2j),(11+10j),-5j,-7j,(-7+1j),(-3-5j),(-4-6j),(-7-7j),(-12-9j),(-16-11j),(-18-12j),(-20-11j),(-22-9j),(-23-8j),(-22-6j),(-25-10j),(-21-8j),(-23-7j),(-22-6j),(-22-4j),(-19-4j),(-19-4j),(-16-2j),(-14-3j),(-12-3j),(-8-4j),(-7-6j),(-6-6j),(-3-4j),(1-4j),(3-5j),(5-5j),(8-8j),(8-7j),(9-8j),(11-8j),(7-7j),(10-5j),(12-3j),(12-1j),(13-1j),(12+1j),(15+4j),(12+5j),(15+5j),(14+7j),(16+7j),(15+9j),(18+10j),(16+9j),(16+7j),(12+8j),1697985666.3119383
(-3+7j),(2+2j),(2-2j),-3j,(2-4j),(2-6j),(6-8j),(2-9j),(5-13j),(3-17j),(3-19j),(5-26j),(4-25j),(1-27j),(-1-25j),(-2-28j),(-2-22j),(-4-24j),(-2-25j),(-4-23j),(-5-21j),(-2-18j),(-5-17j),(-3-13j),(-3-14j),-10j,(3-10j),(5-8j),(2-5j),(5-2j),(7+0j),(8+2j),(10+4j),(8+4j),(10+6j),(10+6j),(7+7j),(9+8j),(7+7j),(7+9j),(7+11j),(5+11j),(3+15j),(-1+14j),(-3+17j),(-1+16j),(-3+17j),(-5+20j),(-5+20j),(-2+18j),21j,(-3+15j),1697985666.3209271
(2-8j),(-1-4j),(-2-1j),(-1+3j),(-1+5j),(-3+7j),(-3+10j),(-4+12j),15j,(-2+16j),(-1+20j),23j,(3+23j),(5+25j),(8+24j),(8+24j),(7+22j),(8+20j),(9+21j),(8+19j),(8+17j),(8+17j),(8+11j),(5+14j),(3+12j),(1+10j),(-1+9j),(-2+8j),(-2+4j),(-4+2j),(-7+0j),(-9+0j),(-11-2j),(-13-1j),(-10-4j),(-7-3j),(-10-3j),(-10-5j),(-11-7j),(-10-8j),(-9-9j),(-9-10j),(-10-14j),(-6-14j),(-7-15j),(-5-16j),(-6-17j),(-6-18j),(-5-20j),(-5-19j),(-6-18j),(-5-17j),1697985666.3279262
(15+18j),(11+16j),(18-1j),(3+6j),(-13+12j),(-28+3j),(-4+15j),(-32+9j),(-35+14j),(-32+14j),(-44+29j),(-50+31j),(-44+38j),(-46+46j),(-43+47j),(-41+59j),(-35+58j),(-34+59j),(-30+52j),(-32+52j),(-23+53j),(-19+46j),(-15+42j),(-12+43j),(-22+36j),(-17+23j),(-23+17j),(-21+15j),(-13+4j),(-13+1j),(-14-2j),(-24-13j),(-28-19j),(-24-17j),(-33-20j),(-21-26j),(-19-21j),(-15-23j),(-22-23j),(-20-33j),(-20-35j),(-11-41j),(-12-43j),(-9-38j),(-9-44j),(-3-43j),(-3-49j),(-3-51j),(-7-51j),(-9-50j),(-9-51j),(5-35j),1697985666.3400295
(-2-2j),(-2-3j),(3+2j),(5+4j),(3+7j),5j,(1+11j),(-7+9j),13j,(-1+14j),(1+17j),(4+21j),(5+21j),(7+22j),(9+20j),(9+22j),(9+19j),(10+19j),(10+17j),(11+17j),(11+14j),(9+13j),(10+11j),(7+10j),(6+10j),(4+8j),(1+9j),(1+7j),5j,(-3+3j),(-5+2j),(-8+2j),(-9+3j),(-10+1j),(-13+6j),(-13+6j),(-10+2j),(-10-1j),(-11-2j),(-12-4j),(-13-3j),(-13-5j),(-14-6j),(-12-7j),(-13-8j),(-12-9j),(-14-9j),(-14-10j),(-16-11j),(-14-11j),(-16-9j),(-11-10j),1697985666.3495772
(-2-7j),(6-10j),(-4+0j),(-2-3j),(4+5j),(1+2j),(5+5j),(3+10j),(8+7j),(9+10j),(13+11j),(15+9j),(17+10j),(18+8j),(19+7j),(19+8j),(19+5j),(18+5j),(17+5j),(19+3j),(15+3j),(16+2j),(12+2j),(11+2j),(10+1j),(9+3j),(6+5j),(4+4j),(2+2j),(-1+3j),(-1+4j),(-3+5j),(-4+7j),(-6+7j),(-5+9j),(-10+5j),(-6+9j),(-7+5j),(-6+5j),(-9+3j),(-9+7j),(-11+3j),(-13+5j),(-12+0j),(-12+1j),(-13+0j),(-14+1j),(-15+0j),(-16+0j),(-16+1j),(-17+1j),(-13-1j),1697985666.3545654
