6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,timestamp
(-15+10j),(-18+11j),(-19+12j),(-20+13j),(-21+12j),(-19+12j),(-16+15j),(-18+16j),(-17+19j),(-16+19j),(-16+18j),(-15+20j),(-13+20j),(-11+17j),(-10+15j),(-11+15j),(-10+13j),(-9+12j),(-9+10j),(-7+9j),(-9+9j),(-10+7j),(-9+5j),(-11+3j),(-13+2j),(-13+2j),(-16+2j),(-16+0j),(-16-2j),(-17-1j),(-17-1j),(-19-1j),(-18+1j),(-16+0j),(-18+0j),(-15-3j),(-14-5j),(-15-4j),(-15-7j),(-15-8j),(-17-7j),(-13-11j),(-4-13j),(-20-13j),(-17-13j),(-16-9j),(-17-9j),(-18-11j),(-15+0j),(-14-8j),(-16-8j),(-15-8j),1697892262.1095726
(6-2j),(7-1j),(11-2j),(13+2j),(9-2j),(10-4j),(11-6j),(11-5j),(10-6j),(10-6j),(11-5j),(9-7j),(8-5j),(7-6j),(6-6j),(8-5j),(6-4j),(6-5j),(5-5j),(5-3j),(5-3j),(5-2j),(6-1j),(5+0j),(5+1j),(5+1j),(6+1j),(6+3j),(6+4j),(6+2j),(8+2j),(8+3j),(8+2j),(7+1j),(6+2j),(4+3j),(5+4j),(6+4j),(6+4j),(5+5j),(5+5j),(6+5j),(7+6j),(8+7j),(6+5j),(5+5j),(6+6j),(6+5j),(6+4j),(5+5j),(6+4j),(5+4j),1697892262.1095726
(-12-16j),(-12-17j),(-13-20j),(-15-19j),(-16-20j),(-15-20j),(-19-17j),(-20-16j),(-18-18j),(-19-17j),(-21-16j),(-24-11j),(-22-14j),(-22-10j),(-14-5j),(-13-12j),(-15-10j),(-12-11j),(-11-9j),(-10-8j),(-7-9j),(-7-10j),(-4-11j),(-3-11j),(-2-12j),(-2-12j),(1-12j),(5-16j),(1-16j),(5-19j),(5-19j),(4-21j),(4-18j),(3-18j),(4-18j),(4-13j),(8-12j),(7-12j),(9-12j),(10-12j),(11-14j),(13-12j),(13-15j),(12-12j),(13-12j),(13-12j),(12-13j),(12-12j),(12-12j),(11-10j),(12-10j),(11-8j),1697892262.1252155
(-14+14j),(-16+13j),(-15+14j),(-16+18j),(-15+16j),(-13+18j),(-16+18j),(-13+19j),(-11+20j),(-12+21j),(-8+24j),(-8+24j),(-7+22j),(-5+20j),(-4+18j),(-7+17j),(-5+16j),(-6+14j),(-5+13j),(-5+10j),(-6+8j),(-9+9j),(-8+8j),(-8+6j),(-13+6j),(-12+5j),(-14+4j),(-15+2j),(-14+2j),(-16+1j),(-18+3j),(-19+3j),(-19+4j),(-18+3j),(-16+2j),(-13-1j),(-13-2j),(-15-2j),(-16-3j),(-17-5j),(-16-5j),(-17-7j),(-19-7j),(-19-6j),(-17-6j),(-18-8j),(-16-4j),(-18-7j),(-15-5j),(-15-6j),(-16-5j),(-14-6j),1697892262.1252155
(-15+12j),(-16+13j),(-15+14j),(-18+15j),(-16+17j),(-17+17j),(-15+16j),(-16+18j),(-16+20j),(-13+22j),(-11+24j),(-13+24j),(-7+21j),(-5+22j),(-12+17j),(-5+16j),(-6+14j),(-6+16j),(-5+13j),(-9+7j),(-6+13j),(-10+5j),(-10+6j),(-13+3j),(-12-1j),(-15+3j),(-12+2j),(-21-4j),(-13+1j),(-22+6j),(-13-3j),(-18+0j),(-19+3j),(-21-1j),(-14+2j),(-5-2j),(-13-7j),(-13-3j),(-15-8j),(-13-8j),(-15-12j),(-16-11j),(-17-13j),(-13-10j),(-14-10j),(-15-13j),(-14-10j),(-14-12j),(-14-11j),(-11-10j),(-12-8j),(-11-11j),1697892262.1408412
(12-9j),(18-8j),(17-9j),(19-13j),(16-10j),(16-14j),(16-16j),(14-18j),(15-19j),(14-15j),(12-17j),(15-19j),(6-18j),(9-20j),(5-14j),(5-15j),(9-16j),(7-13j),(10-8j),(7-9j),(7-5j),(3-7j),(8-5j),(5-7j),(7-4j),(8-2j),(13-5j),(14-4j),(13+1j),(18-4j),(14+2j),(19+0j),(15-3j),(13-4j),(16-4j),(10-2j),(18+2j),(16+2j),(12+4j),(12+3j),(14+4j),(17+4j),(15+5j),(14+5j),(16+5j),(15+4j),(15+5j),(14+4j),(12+3j),(12+3j),(12+3j),(10+5j),1697892262.1408412
(-18-10j),(-16-15j),(-19-15j),(-19-13j),(-21-15j),(-20-11j),(-21-13j),(-23-9j),(-24-10j),(-26-7j),(-23-5j),(-24-5j),(-25-2j),(-22-1j),(-17+1j),(-21-2j),(-18+2j),(-18-4j),(-11+0j),(-16-4j),(-11-5j),(-12-3j),(-10-6j),(-9-6j),(-10-7j),(-9-11j),(-8-13j),(-7-15j),(-9-12j),(-11-16j),(-6-13j),(-12-15j),(-13-15j),(-13-15j),(-7-11j),(-12-10j),(-1-20j),(-3-13j),(-2-14j),(-3-15j),(-5-18j),(-2-16j),(-5-19j),(-4-17j),(-4-16j),(-5-18j),(-5-17j),(-4-17j),(-4-17j),(-4-16j),(-4-16j),(-2-14j),1697892262.1564684
(24-8j),(7-3j),(23-13j),(34-12j),(15-11j),(10-5j),(16-5j),(13-12j),(18-17j),(17-14j),(18-21j),(13-17j),(12-10j),(11-16j),(11-19j),(10-13j),(9-11j),(9-11j),(8-9j),(7-9j),(6-6j),(11-4j),(6+0j),(13-5j),(13-3j),(18-1j),(13+5j),(17+7j),(12+7j),(13+9j),(13+6j),(15+9j),(18+6j),(15-1j),(17+5j),(3+4j),(13+11j),(10+16j),(10+8j),(5+11j),(6+9j),(4+11j),(8+17j),(7+7j),(5+17j),(3+14j),(11+11j),(7+14j),(6+15j),(6+15j),(7+10j),(4+13j),1697892262.1721683
(-15-13j),(-13-12j),(-17-14j),(-18-15j),(-18-16j),(-18-12j),(-21-15j),(-18-12j),(-18-14j),(-22-12j),(-22-17j),(-24-13j),(-21-9j),(-20-9j),(-17-7j),(-19-11j),(-13-7j),(-14-8j),(-11-10j),(-10-8j),(-5-7j),(-2-10j),(-3-10j),(-2-11j),(-3-9j),-12j,(4-12j),(4-15j),(-5+5j),(11-13j),(11-11j),(5-19j),(6-21j),(3-17j),(2-18j),(9-7j),(19-10j),(11-10j),(11-10j),(11-10j),(13-10j),(17-8j),(16-8j),(14-8j),(14-6j),(15-7j),(14-6j),(14-5j),(16-7j),(14-2j),(14-5j),(12-3j),1697892262.1721683
(15+10j),(15+15j),(17+14j),(16+11j),(19+16j),(21+15j),(23+12j),(23+13j),(25+12j),(27+8j),(27+8j),(26+7j),(26+3j),(19+3j),(21+1j),(19+2j),(16+1j),(16+4j),(15+1j),(12+3j),(6+2j),(11+4j),(7+9j),(6+9j),(7+12j),(4+10j),(4+13j),(1+12j),(2+18j),(6+21j),(3+19j),(8+16j),(9+21j),(4+16j),(5+13j),9j,11j,(1+18j),(-5+17j),(-3+16j),(-5+20j),(-3+15j),(-3+22j),(-9+19j),(-3+15j),17j,13j,(-1+17j),(-6+20j),(-7+15j),(-4+15j),(-5+13j),1697892262.1721683
