96;110;0;6;0;0;0;0;0;0;0;0;-1;-9;-15;-9;-7;-12;-15;-11;-17;-11;-13;-7;-16;-12;-12;-16;-20;-11;-20;-9;-22;-10;-24;-8;-22;-6;-20;-4;-19;-2;-16;-5;-8;-5;-10;-4;-10;-4;-10;-5;-8;-5;-6;-6;-4;-7;-3;-5;-1;-10;1;-10;0;0;4;-13;4;-11;5;-13;7;-14;6;-16;8;-20;6;-18;6;-18;4;-15;3;-11;7;-12;9;-12;10;-11;12;-11;12;-11;14;-10;15;-10;15;-8;15;-9;15;-7;16;-9;15;-8;14;-8;13;-6;13;-5;13;-2;0;0;0;0;0;0;0;0;0;0;1697985786.5187793;
96;110;0;6;0;0;0;0;0;0;0;0;-7;-11;-5;-5;-16;-9;-14;-4;-17;-8;-14;-9;-26;-9;-23;-9;-21;-4;-21;-5;-23;-5;-22;-1;-21;-1;-20;1;-16;2;-17;0;-14;0;-12;1;-11;-1;-10;-3;-9;-3;-8;-4;-6;-4;-5;-5;-4;-7;-2;-9;0;0;-1;-12;-1;-14;0;-15;3;-15;-2;-17;1;-16;1;-18;-3;-16;1;-18;3;-12;3;-12;5;-12;5;-13;6;-11;5;-14;8;-12;8;-16;8;-13;8;-15;11;-13;11;-15;11;-12;9;-13;9;-10;5;-11;11;-7;0;0;0;0;0;0;0;0;0;0;1697985786.519772;
96;110;0;6;0;0;0;0;0;0;0;0;4;-6;9;-6;9;-11;10;-18;10;-12;9;-18;14;-20;12;-15;7;-23;7;-21;5;-24;4;-24;1;-22;1;-21;-1;-19;1;-18;-1;-14;2;-12;1;-11;2;-11;4;-9;3;-6;5;-5;5;-3;8;-3;8;-1;0;0;11;0;13;1;14;0;16;4;18;4;19;6;18;6;18;0;19;-1;15;0;12;5;11;7;11;7;12;11;14;10;10;12;14;12;11;10;11;12;9;12;11;14;11;12;8;12;5;12;6;12;5;10;0;0;0;0;0;0;0;0;0;0;1697985786.5317729;
96;110;0;6;0;0;0;0;0;0;0;0;-10;-3;-12;-5;-15;-5;-19;-3;-18;-3;-19;-3;-20;-2;-21;-1;-22;1;-22;1;-24;0;-25;3;-22;6;-18;6;-17;6;-15;6;-12;5;-12;3;-12;1;-10;3;-10;-1;-9;-1;-7;-2;-7;-3;-8;-7;-4;-7;0;0;-4;-10;-4;-12;-8;-13;-3;-15;-4;-15;-10;-17;-10;-19;-11;-14;-5;-15;-5;-12;1;-5;-1;-12;1;-14;-3;-13;-1;-17;3;-17;4;-18;4;-15;4;-14;3;-16;5;-16;5;-15;2;-15;10;-8;6;-11;7;-10;0;0;0;0;0;0;0;0;0;0;1697985786.5387728;
96;110;0;6;0;0;0;0;0;0;0;0;-1;-10;1;-13;0;-17;-2;-19;-2;-18;-2;-18;-3;-20;-3;-20;-7;-22;-8;-22;-10;-22;-11;-22;-13;-21;-12;-17;-11;-15;-10;-14;-9;-12;-8;-11;-6;-10;-5;-9;-4;-9;-1;-11;0;-6;0;-7;4;-6;7;-9;0;0;9;-10;9;-8;14;-7;13;-8;14;-9;14;-10;14;-10;14;-12;13;-7;13;-6;11;-7;12;-6;13;-3;16;-2;15;-5;17;-2;18;-1;16;0;16;0;15;0;17;0;19;-2;16;0;14;2;13;2;12;3;0;0;0;0;0;0;0;0;0;0;1697985786.556782;
96;110;0;6;0;0;0;0;0;0;0;0;23;21;22;30;35;45;39;46;36;51;37;44;46;57;52;44;58;53;64;46;70;54;69;44;65;36;69;26;63;20;69;25;2;7;49;25;39;17;20;25;5;32;6;23;20;25;-15;24;10;37;-4;37;0;0;-15;13;-31;60;-36;28;-36;41;-35;20;-53;35;-59;57;-35;47;-34;56;-38;54;-33;25;-33;28;-39;17;-61;4;-64;28;-64;16;-75;15;-54;15;-56;12;-66;13;-60;14;-52;5;-61;9;-61;6;-51;-1;-57;-8;0;0;0;0;0;0;0;0;0;0;1697985786.5677788;
96;110;0;6;0;0;0;0;0;0;0;0;0;9;-3;10;5;14;5;14;4;12;1;21;5;18;7;18;10;18;10;17;12;18;13;19;13;17;12;13;12;10;14;11;11;5;6;8;9;7;5;8;4;6;2;8;0;6;-3;2;-4;10;-7;7;0;0;-7;9;-11;8;-11;8;-12;9;-10;13;-10;10;-16;17;-10;18;-15;8;-11;8;-15;7;-12;4;-12;8;-14;5;-16;5;-17;4;-19;5;-16;5;-18;6;-15;2;-17;4;-17;4;-16;5;-18;0;-15;0;-14;-2;0;0;0;0;0;0;0;0;0;0;1697985786.5818555;
96;110;0;6;0;0;0;0;0;0;0;0;1;-14;-4;-13;0;-21;-4;-26;-4;-26;-1;-26;-7;-29;-2;-26;-10;-30;-10;-29;-10;-32;-14;-32;-16;-28;-15;-25;-15;-21;-13;-21;-13;-18;-11;-15;-7;-15;-6;-11;-3;-10;-2;-12;1;-8;3;-8;6;-7;10;-7;0;0;14;-8;17;-8;18;-7;20;-7;21;-9;23;-11;23;-12;19;-10;20;-12;17;-10;19;-7;19;-3;21;-2;24;-1;22;-3;25;0;25;2;25;1;26;1;25;1;25;3;24;-10;22;2;21;3;19;5;19;7;0;0;0;0;0;0;0;0;0;0;1697985786.5950918;
96;110;0;6;0;0;0;0;0;0;0;0;2;-9;13;-18;14;-19;7;-24;13;-20;5;-10;0;-23;13;-29;6;-29;7;-30;1;-30;2;-26;2;-28;0;-26;-4;-20;-1;-22;-2;-17;-2;-16;0;-15;1;-11;1;-6;5;-10;3;-6;7;-2;9;-6;5;-4;0;0;10;-1;15;-3;15;0;17;2;18;0;21;-2;19;-4;17;-7;16;-3;18;-5;10;1;19;3;16;7;19;11;14;7;21;2;22;7;22;7;20;5;18;5;18;2;17;6;15;2;15;3;16;7;9;9;0;0;0;0;0;0;0;0;0;0;1697985786.6081316;
96;110;0;6;0;0;0;0;0;0;0;0;4;23;-24;20;-19;42;-12;48;-23;36;-12;44;-14;44;-21;52;-5;50;-7;55;-1;60;3;63;10;59;11;48;8;49;10;52;14;40;16;32;6;30;-2;23;-3;19;-8;20;-9;15;-11;8;-20;4;-18;1;0;0;-38;7;-29;-8;-45;-4;-45;-10;-49;2;-53;-5;-57;5;-38;1;-45;-1;-36;-9;-30;-12;-26;-16;-38;-16;-35;-27;-36;-21;-40;-30;-41;-31;-29;-32;-33;-32;-25;-28;-34;-34;-31;-29;-29;-32;-25;-31;-19;-30;-16;-31;0;0;0;0;0;0;0;0;0;0;1697985786.6281037;
